comment_id, status_id, parent_id, comment_message, comment_author, comment_published, num_reactions, num_likes, num_loves, num_wows, num_hahas, num_sads, num_angrys, num_special, sentiment, confidence
1728859400470609_1729028080453741, 139809379375627_1728859400470609, , Don't believe them., N/A, 2018-05-25 16:36:26, 2, 2, 0, 0, 0, 0, 0, 0,  , 
1728859400470609_1729835660372983, 139809379375627_1728859400470609, , The picture shows LPR cameras but the post does not mention them, N/A, 2018-05-26 11:33:49, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1728859400470609_1729884133701469, 139809379375627_1728859400470609, 1728859400470609_1729835660372983, Hello Andrew the LPR cameras are part of the crime prevention camera program. It?s mentioned in the second bullet point. Sorry for the confusion! Have a great weekend!, The City of Sugar Land Texas ? City Government, 2018-05-26 12:30:13, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1728859400470609_1731409160215633, 139809379375627_1728859400470609, , I love them we need a lot more, N/A, 2018-05-28 01:56:05, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1728750530481496_1730760876947128, 139809379375627_1728750530481496, , Helen Reagle House, N/A, 2018-05-27 09:59:21, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1725794297443786, 139809379375627_1725779527445263, , Just filled out the form. Do it. It takes a minute., N/A, 2018-05-22 14:40:56, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1725779527445263_1725797764110106, 139809379375627_1725779527445263, , As did I. Can we extend this to religious groups as well?, N/A, 2018-05-22 14:47:26, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1725779527445263_1725836827439533, 139809379375627_1725779527445263, 1725779527445263_1725797764110106, Hello Al. I'm checking on this one just to be sure and will get back with you. Doug., The City of Sugar Land Texas ? City Government, 2018-05-22 15:48:36, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1725779527445263_1725850704104812, 139809379375627_1725779527445263, 1725779527445263_1725797764110106, Our solicitation ordinance requires a license for those selling products and services this would include religious groups. A license is not needed for those who want to discuss politics religion community issues etc. or leave flyers pertaining to these types of topics., The City of Sugar Land Texas ? City Government, 2018-05-22 16:13:44, 3, 3, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725820710774478, 139809379375627_1725779527445263, , Huma Hosain, N/A, 2018-05-22 15:22:48, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1725827240773825, 139809379375627_1725779527445263, , Courtney Turner signed myself up reallllll quick, N/A, 2018-05-22 15:33:59, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725829030773646, 139809379375627_1725779527445263, , So now that I signed up for the no solicitation list:1. How do I report someone not registered with the city?2. How do I report someone who solicits me even though I'm on the list?, N/A, 2018-05-22 15:37:28, 3, 3, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725848414105041, 139809379375627_1725779527445263, 1725779527445263_1725829030773646, Hello Charles. Give us a call at call 3-1-1 or 281-275-2900 to report violations. Thx. Doug., The City of Sugar Land Texas ? City Government, 2018-05-22 16:10:03, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725849937438222, 139809379375627_1725779527445263, 1725779527445263_1725829030773646, ... or you can call our non-emergency public safety line at 281-275-2020 and we'll dispatch a police officer to your location., The City of Sugar Land Texas ? City Government, 2018-05-22 16:12:37, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725831014106781, 139809379375627_1725779527445263, , Tim Malcuit, N/A, 2018-05-22 15:40:40, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1725842884105594, 139809379375627_1725779527445263, , I?m going to make a sign ?, N/A, 2018-05-22 15:59:25, 4, 4, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725941374095745, 139809379375627_1725779527445263, 1725779527445263_1725842884105594, , N/A, 2018-05-22 18:31:01, 2, 2, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1725850347438181, 139809379375627_1725779527445263, , If we register are Girl Scouts selling cookies still allowed?  ?, N/A, 2018-05-22 16:13:04, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.71
1725779527445263_1725853450771204, 139809379375627_1725779527445263, 1725779527445263_1725850347438181, Hi Laura. My best answer is our ordinance is enforced by complaints however the law does require a license for someone going door-to-door selling a product. That said our ordinance does not include children under the age of 14., The City of Sugar Land Texas ? City Government, 2018-05-22 16:17:58, 2, 2, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725854150771134, 139809379375627_1725779527445263, 1725779527445263_1725850347438181, Thanks. I still want to support our scouts if possible., N/A, 2018-05-22 16:19:06, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1725779527445263_1725870900769459, 139809379375627_1725779527445263, 1725779527445263_1725850347438181, I completely understand. Thx., The City of Sugar Land Texas ? City Government, 2018-05-22 16:50:49, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1725871447436071, 139809379375627_1725779527445263, 1725779527445263_1725850347438181, Laura Winters I hung this in the window by my door. Doesn't stop all solicitors but now I've also added my name to the registry., N/A, 2018-05-22 16:51:54, 3, 3, 0, 0, 0, 0, 0, 0, neg, 0.57
1725779527445263_1725906624099220, 139809379375627_1725779527445263, , Stephen Dowd, N/A, 2018-05-22 17:53:13, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1726068030749746, 139809379375627_1725779527445263, , Thanks City of Sugar Land!, N/A, 2018-05-22 19:30:31, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1725779527445263_1726083300748219, 139809379375627_1725779527445263, , The City of Missouri City Texas - City Government Can we get this too?, N/A, 2018-05-22 19:33:47, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1725779527445263_1726096330746916, 139809379375627_1725779527445263, , Anyone knows if the city of Missouri City has a similar ordinance?, N/A, 2018-05-22 19:46:57, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1725779527445263_1726119597411256, 139809379375627_1725779527445263, 1725779527445263_1726096330746916, Following, N/A, 2018-05-22 20:30:12, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1726117120744837, 139809379375627_1725779527445263, , Chris Jonas, N/A, 2018-05-22 20:25:22, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1726151637408052, 139809379375627_1725779527445263, , Lucy, N/A, 2018-05-22 21:21:47, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1726152854074597, 139809379375627_1725779527445263, 1725779527445263_1726151637408052, , N/A, 2018-05-22 21:24:15, 3, 1, 0, 1, 1, 0, 0, 0,  , 
1725779527445263_1726216400734909, 139809379375627_1725779527445263, , Sophoan Yem, N/A, 2018-05-22 23:03:02, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725779527445263_1726460530710496, 139809379375627_1725779527445263, , , N/A, 2018-05-23 04:56:22, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725441847479031_1725459464143936, 139809379375627_1725441847479031, , Douglas Marroquin it?s the one I sent you, N/A, 2018-05-22 07:38:20, 1, 1, 0, 0, 0, 0, 0, 0, neg, 0.86
1725441847479031_1725646657458550, 139809379375627_1725441847479031, , Joanna Figueroa ?, N/A, 2018-05-22 11:35:54, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1725441847479031_1725656954124187, 139809379375627_1725441847479031, 1725441847479031_1725646657458550, Yes I saw it!, N/A, 2018-05-22 11:46:35, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1725441847479031_1725687857454430, 139809379375627_1725441847479031, , ?....wow, N/A, 2018-05-22 12:30:26, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1724730630883486_1724738337549382, 139809379375627_1724730630883486, , The stache!, N/A, 2018-05-21 14:03:37, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1724730630883486_1724740707549145, 139809379375627_1724730630883486, , He?s a movie star, N/A, 2018-05-21 14:05:27, 1, 1, 0, 0, 0, 0, 0, 0, neg, 0.86
1724730630883486_1724762670880282, 139809379375627_1724730630883486, , This is awesome, N/A, 2018-05-21 14:35:05, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1724634654226417_1727792190577330, 139809379375627_1724634654226417, , A big thank you to Sugar Land EMS Practitioners for all you do for the residents of Sugar Land TX !!!, N/A, 2018-05-24 11:55:13, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1722537607769455_1722585084431374, 139809379375627_1722537607769455, , Congratulations Chief Brinkley as Assistant City Manager - ????, N/A, 2018-05-19 12:32:06, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1722537607769455_1722589817764234, 139809379375627_1722537607769455, , Please God let him help us to be pointed in the right direction., N/A, 2018-05-19 12:39:08, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.57
1722537607769455_1722606777762538, 139809379375627_1722537607769455, , Congratulations Doug?, N/A, 2018-05-19 13:03:49, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722610267762189, 139809379375627_1722537607769455, , Congratulations!  Good choice., N/A, 2018-05-19 13:07:56, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722704427752773, 139809379375627_1722537607769455, , Congratulations, N/A, 2018-05-19 14:38:40, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722704587752757, 139809379375627_1722537607769455, , Congrats. Wishing you success and yeah for the City of Sugar Land., N/A, 2018-05-19 14:38:49, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1722537607769455_1722706157752600, 139809379375627_1722537607769455, , Congratulations, N/A, 2018-05-19 14:40:35, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722711007752115, 139809379375627_1722537607769455, , Congratulations Doug., N/A, 2018-05-19 14:47:00, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722714094418473, 139809379375627_1722537607769455, , Congratulations Chief Great choice, N/A, 2018-05-19 14:51:22, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1722537607769455_1722714194418463, 139809379375627_1722537607769455, , Congratulations to Chief Brinkley, N/A, 2018-05-19 14:51:34, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1722537607769455_1722720064417876, 139809379375627_1722537607769455, , Congratulations Chief!!, N/A, 2018-05-19 14:57:56, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722728354417047, 139809379375627_1722537607769455, , Congratulations Doug!, N/A, 2018-05-19 15:10:01, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722734494416433, 139809379375627_1722537607769455, , Congratulations, N/A, 2018-05-19 15:18:21, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722738644416018, 139809379375627_1722537607769455, , Congrats!!!, N/A, 2018-05-19 15:24:01, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1722537607769455_1722740787749137, 139809379375627_1722537607769455, , CONGRATULATIONS Doug and HAPPY RETIREMENT to Steve!, N/A, 2018-05-19 15:27:57, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1722537607769455_1722742434415639, 139809379375627_1722537607769455, , Congrats!!, N/A, 2018-05-19 15:30:22, 0, 0, 0, 0, 0, 0, 0, 0,  , 
